2/19/2021-19:10 120 36 157
2/19/2021-19:10 121 36 157
2/19/2021-19:10 121 36 157
2/19/2021-19:10 122 35 157
2/19/2021-19:11 122 35 157
2/19/2021-19:11 124 34 158
2/19/2021-19:11 125 34 158
2/19/2021-19:11 125 34 158
2/19/2021-19:12 126 33 159
2/19/2021-19:12 127 33 160
2/19/2021-19:12 127 33 160
2/19/2021-19:13 128 32 160
2/19/2021-19:13 128 32 160
2/19/2021-19:13 130 32 161
2/19/2021-19:13 130 31 161
2/19/2021-19:14 130 31 161
2/19/2021-19:14 131 30 162
2/19/2021-19:14 131 30 162
2/19/2021-19:14 132 30 162
2/19/2021-19:15 133 30 162
2/19/2021-19:15 134 29 163
2/19/2021-19:15 134 29 163
2/19/2021-19:16 134 28 162
2/19/2021-19:16 134 28 162
2/19/2021-19:16 134 28 162
2/19/2021-19:17 134 28 162
2/19/2021-19:17 134 27 161
2/19/2021-19:17 135 27 162
2/19/2021-19:18 135 27 162
2/19/2021-19:18 137 26 163
2/19/2021-19:18 138 26 164
2/19/2021-19:18 138 26 164
2/19/2021-19:19 140 25 166
2/19/2021-19:19 141 25 166
2/19/2021-19:19 142 25 167
2/19/2021-19:20 142 25 167
2/19/2021-19:20 143 24 168
2/19/2021-19:20 143 24 168
2/19/2021-19:21 144 24 168
2/19/2021-19:21 145 24 169
2/19/2021-19:21 145 24 169
2/19/2021-19:21 146 23 169
2/19/2021-19:22 146 23 170
2/19/2021-19:22 147 23 170
2/19/2021-19:22 148 23 171
2/19/2021-19:22 148 23 171
2/19/2021-19:23 149 22 170
2/19/2021-19:23 149 22 170
2/19/2021-19:23 149 22 171
2/19/2021-19:24 149 22 171
2/19/2021-19:24 150 21 171
2/19/2021-19:24 150 21 171
2/19/2021-19:25 151 21 172
2/19/2021-19:25 152 20 172
2/19/2021-19:25 152 20 172
2/19/2021-19:25 153 20 174
2/19/2021-19:26 154 20 174
2/19/2021-19:26 154 20 174
2/19/2021-19:26 155 20 175
2/19/2021-19:27 155 19 175
2/19/2021-19:27 155 19 174
2/19/2021-19:27 155 19 174
2/19/2021-19:27 155 19 174
2/19/2021-19:28 155 19 174
2/19/2021-19:28 156 18 174
2/19/2021-19:29 156 18 174
2/19/2021-19:29 156 18 174
2/19/2021-19:29 156 18 174
2/19/2021-19:29 156 18 174
2/19/2021-19:30 156 18 174
2/19/2021-19:30 157 18 174
2/19/2021-19:30 157 17 174
2/19/2021-19:31 157 17 174
2/19/2021-19:31 157 17 175
2/19/2021-19:31 158 17 175
2/19/2021-19:32 159 17 176
2/19/2021-19:33 160 16 176
2/19/2021-19:33 161 16 177
2/19/2021-19:33 161 16 177
2/19/2021-19:34 162 16 178
2/19/2021-19:34 162 16 178
2/19/2021-19:34 163 16 179
2/19/2021-19:34 163 16 179
2/19/2021-19:35 164 15 180
2/19/2021-19:35 165 15 180
2/19/2021-19:35 165 15 180
2/19/2021-19:35 166 15 181
2/19/2021-19:36 166 15 181
2/19/2021-19:36 167 15 181
2/19/2021-19:36 167 15 182
2/19/2021-19:37 168 14 182
2/19/2021-19:38 169 14 183
2/19/2021-19:38 169 14 183
2/19/2021-19:38 169 14 183
2/19/2021-19:38 169 14 183
2/19/2021-19:39 169 14 183
2/19/2021-19:39 170 14 183
2/19/2021-19:39 170 14 183
2/19/2021-19:39 170 13 183
2/19/2021-19:40 170 13 183
2/19/2021-19:40 170 13 183
2/19/2021-19:41 170 13 183
2/19/2021-19:41 170 13 183
2/19/2021-19:42 170 13 183
2/19/2021-19:42 170 13 183
2/19/2021-19:42 170 13 183
2/19/2021-19:42 170 13 183
2/19/2021-19:43 170 13 183
2/19/2021-19:43 171 13 183
2/19/2021-19:43 171 13 183
2/19/2021-19:44 171 12 183
2/19/2021-19:44 171 12 183
2/19/2021-19:44 171 12 183
2/19/2021-19:45 171 12 183
2/19/2021-19:45 171 12 183
2/19/2021-19:46 171 12 183
2/19/2021-19:46 171 12 183
2/19/2021-19:46 171 12 183
2/19/2021-19:47 171 12 183
2/19/2021-19:47 171 12 183
2/19/2021-19:47 171 12 183
2/19/2021-19:48 171 12 183
2/19/2021-19:48 171 12 183
2/19/2021-19:48 171 12 183
2/19/2021-19:49 171 11 182
2/19/2021-19:49 171 11 182
2/19/2021-19:49 171 10 181
2/19/2021-19:50 171 11 181
2/19/2021-19:50 171 13 184
2/19/2021-19:50 171 25 196
2/19/2021-19:51 171 46 217
2/19/2021-19:51 171 45 216
2/19/2021-19:51 171 26 197
2/19/2021-19:51 171 24 195
2/19/2021-19:52 171 62 233
2/19/2021-19:52 171 50 220
2/19/2021-19:52 171 34 205
2/19/2021-19:53 171 34 205
2/19/2021-19:53 171 27 198
2/19/2021-19:53 171 57 228
2/19/2021-19:54 171 57 228
2/19/2021-19:54 171 57 229
2/19/2021-19:54 171 57 228
2/19/2021-19:54 171 52 223
2/19/2021-19:55 171 58 229
2/19/2021-19:55 171 7 178
2/19/2021-19:56 171 54 225
2/19/2021-19:56 171 54 225
2/19/2021-19:56 171 54 225
2/19/2021-19:56 171 12 184
2/19/2021-19:57 171 13 184
2/19/2021-19:57 171 55 227
2/19/2021-19:57 171 59 230
2/19/2021-19:57 171 56 227
2/19/2021-19:58 171 18 189
2/19/2021-19:58 171 18 189
2/19/2021-19:58 171 47 218
2/19/2021-19:59 171 56 227
2/19/2021-19:59 171 59 230
2/19/2021-19:59 171 56 227
2/19/2021-19:59 171 55 226
